Match ID,Match Date,Series Name,team1 name,team1 runs_scored,team1 wickets_lost,Match Winner,Match Venue (Stadium),Match Venue (City),Match Venue (Country),team2 name, Team2 runs_scored,Team2 wickets_lost
749791,2015-01-25,Sri Lanka in New Zealand ODI Series Sri Lanka in New Zealand - 2015 (2014/15),New Zealand,315.0,8.0,New Zealand,University Oval,Dunedin,New Zealand,,,
722345,2015-01-25,West Indies tour of South Africa  - 2014 (2014/15),South Africa,262.0,8.0,West Indies,St George's Park,Gqeberha,South Africa,,,
754757,2015-01-26,"Carlton Mid One-Day International Tri-Series Australia, England, India in Australia - 2015 (2014/15)",India,69.0,2.0,,Sydney Cricket Ground,Sydney,Australia,,,
722347,2015-01-28,West Indies tour of South Africa  - 2014 (2014/15),South Africa,361.0,5.0,South Africa,SuperSport Park,Centurion,South Africa,,,
749793,2015-01-29,Sri Lanka in New Zealand ODI Series Sri Lanka in New Zealand - 2015 (2014/15),Sri Lanka,287.0,6.0,Sri Lanka,Westpac Stadium,Wellington,New Zealand,,,
754759,2015-01-30,"Carlton Mid One-Day International Tri-Series Australia, England, India in Australia - 2015 (2014/15)",India,200.0,10.0,England,Western Australia Cricket Association Ground,Perth,Australia,,,
749795,2015-01-31,Pakistan in New Zealand ODI Series Pakistan in New Zealand - 2015 (2014/15),Pakistan,210.0,10.0,New Zealand,Westpac Stadium,Wellington,New Zealand,,,
754761,2015-02-01,"Carlton Mid One-Day International Tri-Series Australia, England, India in Australia - 2015 (2014/15)",Australia,278.0,8.0,Australia,Western Australia Cricket Association Ground,Perth,Australia,,,
749797,2015-02-03,Pakistan in New Zealand ODI Series Pakistan in New Zealand - 2015 (2014/15),New Zealand,369.0,5.0,New Zealand,McLean Park,Napier,New Zealand,,,
656399,2015-02-14,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),New Zealand,331.0,6.0,New Zealand,Hagley Oval,Christchurch,New Zealand,,,
656401,2015-02-14,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Australia,342.0,9.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
656403,2015-02-15,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),South Africa,339.0,4.0,South Africa,Seddon Park,Hamilton,New Zealand,,,
656405,2015-02-15,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),India,300.0,7.0,India,Adelaide Oval,Adelaide,Australia,,,
656407,2015-02-16,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),West Indies,304.0,7.0,Ireland,Saxton Oval,Nelson,New Zealand,,,
656409,2015-02-17,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Scotland,142.0,10.0,New Zealand,University Oval,Dunedin,New Zealand,,,
656411,2015-02-18,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Bangladesh,267.0,10.0,Bangladesh,Manuka Oval,Canberra,Australia,,,
656413,2015-02-19,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),U.A.E.,285.0,7.0,Zimbabwe,Saxton Oval,Nelson,New Zealand,,,
656415,2015-02-20,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),England,123.0,10.0,New Zealand,Westpac Stadium,Wellington,New Zealand,,,
656417,2015-02-21,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),West Indies,310.0,6.0,West Indies,Hagley Oval,Christchurch,New Zealand,,,
656421,2015-02-22,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Afghanistan,232.0,10.0,Sri Lanka,University Oval,Dunedin,New Zealand,,,
656423,2015-02-22,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),India,307.0,7.0,India,Melbourne Cricket Ground,Melbourne,Australia,,,
656425,2015-02-23,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),England,303.0,8.0,England,Hagley Oval,Christchurch,New Zealand,,,
656427,2015-02-24,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),West Indies,372.0,2.0,West Indies,Manuka Oval,Canberra,Australia,,,
656429,2015-02-25,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),U.A.E.,278.0,9.0,Ireland,Brisbane Cricket Ground,Brisbane,Australia,,,
656431,2015-02-26,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Scotland,210.0,10.0,Afghanistan,University Oval,Dunedin,New Zealand,,,
656433,2015-02-26,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Sri Lanka,332.0,1.0,Sri Lanka,Melbourne Cricket Ground,Melbourne,Australia,,,
656435,2015-02-27,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),South Africa,408.0,5.0,South Africa,Sydney Cricket Ground,Sydney,Australia,,,
656437,2015-02-28,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Australia,151.0,10.0,New Zealand,Eden Park,Auckland,New Zealand,,,
656439,2015-02-28,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),U.A.E.,102.0,10.0,India,Western Australia Cricket Association Ground,Perth,Australia,,,
656441,2015-03-01,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),England,309.0,6.0,Sri Lanka,Westpac Stadium,Wellington,New Zealand,,,
997961,2016-07-12,AFG tour of Europe  - 2016 (2016),Afghanistan,250.0,10.0,Afghanistan,Civil Service Cricket Club,Belfast,Ireland,,,
656445,2015-03-03,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),South Africa,411.0,4.0,South Africa,Manuka Oval,Canberra,Australia,,,
656447,2015-03-04,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Pakistan,339.0,6.0,Pakistan,McLean Park,Napier,New Zealand,,,
656449,2015-03-04,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Australia,417.0,6.0,Australia,Western Australia Cricket Association Ground,Perth,Australia,,,
656451,2015-03-05,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Scotland,318.0,8.0,Bangladesh,Saxton Oval,Nelson,New Zealand,,,
656453,2015-03-06,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),West Indies,182.0,10.0,India,Western Australia Cricket Association Ground,Perth,Australia,,,
656455,2015-03-07,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Pakistan,222.0,10.0,Pakistan,Eden Park,Auckland,New Zealand,,,
656457,2015-03-07,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Ireland,331.0,8.0,Ireland,Bellerive Oval,Hobart,Australia,,,
656459,2015-03-08,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Afghanistan,186.0,10.0,New Zealand,McLean Park,Napier,New Zealand,,,
656461,2015-03-08,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Australia,376.0,9.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
656463,2015-03-09,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Bangladesh,275.0,7.0,Bangladesh,Adelaide Oval,Adelaide,Australia,,,
656465,2015-03-10,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Ireland,259.0,10.0,India,Seddon Park,Hamilton,New Zealand,,,
656467,2015-03-11,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Sri Lanka,363.0,9.0,Sri Lanka,Bellerive Oval,Hobart,Australia,,,
656469,2015-03-12,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),South Africa,341.0,6.0,South Africa,Westpac Stadium,Wellington,New Zealand,,,
656471,2015-03-13,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Bangladesh,288.0,7.0,New Zealand,Seddon Park,Hamilton,New Zealand,,,
656473,2015-03-13,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Afghanistan,111.0,7.0,England,Sydney Cricket Ground,Sydney,Australia,,,
656475,2015-03-14,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Zimbabwe,287.0,10.0,India,Eden Park,Auckland,New Zealand,,,
656477,2015-03-14,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Scotland,130.0,10.0,Australia,Bellerive Oval,Hobart,Australia,,,
656479,2015-03-15,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),U.A.E.,175.0,10.0,West Indies,McLean Park,Napier,New Zealand,,,
656481,2015-03-15,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Ireland,237.0,10.0,Pakistan,Adelaide Oval,Adelaide,Australia,,,
656483,2015-03-18,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Sri Lanka,133.0,10.0,South Africa,Sydney Cricket Ground,Sydney,Australia,,,
656485,2015-03-19,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),India,302.0,6.0,India,Melbourne Cricket Ground,Melbourne,Australia,,,
656487,2015-03-20,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Pakistan,213.0,10.0,Australia,Adelaide Oval,Adelaide,Australia,,,
656489,2015-03-21,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),New Zealand,393.0,6.0,New Zealand,Westpac Stadium,Wellington,New Zealand,,,
656491,2015-03-24,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),South Africa,281.0,5.0,New Zealand,Eden Park,Auckland,New Zealand,,,
656493,2015-03-26,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),Australia,328.0,7.0,Australia,Sydney Cricket Ground,Sydney,Australia,,,
656495,2015-03-29,ICC Cricket World Cup in Australia/New Zealand - 2015 (2014/15),New Zealand,183.0,10.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
858485,2015-04-17,Pakistan tour of Bangladesh  - 2015 (2015),Bangladesh,329.0,6.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
858487,2015-04-19,Pakistan tour of Bangladesh  - 2015 (2015),Pakistan,239.0,6.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
858489,2015-04-22,Pakistan tour of Bangladesh  - 2015 (2015),Pakistan,250.0,10.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
760889,2015-05-08,England tour of Ireland  - 2015 (2015),Ireland,56.0,4.0,,The Village,Dublin,Ireland,,,
868727,2015-05-26,Zimbabwe tour of Pakistan  - 2015 (2015),Pakistan,375.0,3.0,Pakistan,Gaddafi Stadium,Lahore,Pakistan,,,
868729,2015-05-29,Zimbabwe tour of Pakistan  - 2015 (2015),Zimbabwe,268.0,7.0,Pakistan,Gaddafi Stadium,Lahore,Pakistan,,,
868731,2015-05-31,Zimbabwe tour of Pakistan  - 2015 (2015),Pakistan,296.0,9.0,,Gaddafi Stadium,Lahore,Pakistan,,,
743943,2015-06-09,New Zealand tour of England  - 2015 (2015),England,408.0,9.0,England,Edgbaston,Birmingham,England,,,
743945,2015-06-12,New Zealand tour of England  - 2015 (2015),New Zealand,398.0,5.0,New Zealand,Kennington Oval,London,England,,,
743947,2015-06-14,New Zealand tour of England  - 2015 (2015),England,302.0,10.0,New Zealand,The Rose Bowl,Southampton,England,,,
743949,2015-06-17,New Zealand tour of England  - 2015 (2015),New Zealand,349.0,7.0,England,Trent Bridge,Nottingham,England,,,
870731,2015-06-18,India tour of Bangladesh  - 2015 (2015),Bangladesh,307.0,10.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
743951,2015-06-20,New Zealand tour of England  - 2015 (2015),New Zealand,283.0,9.0,England,Riverside Ground,Chester-le-Street,England,,,
870733,2015-06-21,India tour of Bangladesh  - 2015 (2015),India,200.0,10.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
870735,2015-06-24,India tour of Bangladesh  - 2015 (2015),India,317.0,6.0,India,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
885959,2015-07-10,India tour of Zimbabwe  - 2015 (2015),India,255.0,6.0,India,Harare Sports Club,Harare,Zimbabwe,,,
817207,2015-07-10,South Africa tour of Bangladesh  - 2015 (2015),Bangladesh,160.0,10.0,South Africa,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
860269,2015-07-11,Pakistan tour of Sri Lanka  - 2015 (2015),Sri Lanka,255.0,8.0,Pakistan,Rangiri Dambulla International Stadium,Dambulla,Sri Lanka,,,
885965,2015-07-12,India tour of Zimbabwe  - 2015 (2015),India,271.0,8.0,India,Harare Sports Club,Harare,Zimbabwe,,,
817209,2015-07-12,South Africa tour of Bangladesh  - 2015 (2015),South Africa,162.0,10.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
885967,2015-07-14,India tour of Zimbabwe  - 2015 (2015),India,276.0,5.0,India,Harare Sports Club,Harare,Zimbabwe,,,
817211,2015-07-15,South Africa tour of Bangladesh  - 2015 (2015),South Africa,168.0,9.0,Bangladesh,Zahur Ahmed Chowdhury Stadium,Chattogram,Bangladesh,,,
860271,2015-07-15,Pakistan tour of Sri Lanka  - 2015 (2015),Pakistan,287.0,8.0,Sri Lanka,Pallekele International Cricket Stadium,Kandy,Sri Lanka,,,
860273,2015-07-19,Pakistan tour of Sri Lanka  - 2015 (2015),Pakistan,316.0,4.0,Pakistan,R Premadasa Stadium,Colombo,Sri Lanka,,,
860275,2015-07-22,Pakistan tour of Sri Lanka  - 2015 (2015),Sri Lanka,256.0,9.0,Pakistan,R Premadasa Stadium,Colombo,Sri Lanka,,,
860277,2015-07-26,Pakistan tour of Sri Lanka  - 2015 (2015),Sri Lanka,368.0,4.0,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium,Hambantota,Sri Lanka,,,
894287,2015-08-02,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),New Zealand,303.0,4.0,Zimbabwe,Harare Sports Club,Harare,Zimbabwe,,,
894289,2015-08-04,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),Zimbabwe,235.0,9.0,New Zealand,Harare Sports Club,Harare,Zimbabwe,,,
894291,2015-08-07,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),New Zealand,273.0,6.0,New Zealand,Harare Sports Club,Harare,Zimbabwe,,,
848843,2015-08-19,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),South Africa,304.0,7.0,South Africa,SuperSport Park,Centurion,South Africa,,,
848845,2015-08-23,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),South Africa,204.0,10.0,New Zealand,Senwes Park,Potchefstroom,South Africa,,,
848847,2015-08-26,New Zealand tour of Zimbabwe and South Africa  - 2015 (2015),South Africa,283.0,7.0,South Africa,Kingsmead,Durban,South Africa,,,
1030221,2016-10-20,NZ tour of India  - 2016 (2016/17),New Zealand,242.0,9.0,New Zealand,Feroz Shah Kotla,Delhi,India,,,
743973,2015-08-27,Australia tour of England and Ireland  - 2015 (2015),Australia,222.0,6.0,Australia,Civil Service Cricket Club,Belfast,Ireland,,,
743977,2015-09-03,Australia tour of England and Ireland  - 2015 (2015),Australia,305.0,6.0,Australia,The Rose Bowl,Southampton,England,,,
743979,2015-09-05,Australia tour of England and Ireland  - 2015 (2015),Australia,309.0,7.0,Australia,Lord's,London,England,,,
743981,2015-09-08,Australia tour of England and Ireland  - 2015 (2015),England,300.0,8.0,England,Old Trafford,Manchester,England,,,
743983,2015-09-11,Australia tour of England and Ireland  - 2015 (2015),Australia,299.0,7.0,England,Headingley,Leeds,England,,,
743985,2015-09-13,Australia tour of England and Ireland  - 2015 (2015),England,138.0,9.0,Australia,Old Trafford,Manchester,England,,,
919607,2015-10-01,Pakistan tour of Zimbabwe  - 2015 (2015/16),Pakistan,259.0,6.0,Pakistan,Harare Sports Club,Harare,Zimbabwe,,,
919609,2015-10-03,Pakistan tour of Zimbabwe  - 2015 (2015/16),Zimbabwe,276.0,6.0,Zimbabwe,Harare Sports Club,Harare,Zimbabwe,,,
919611,2015-10-05,Pakistan tour of Zimbabwe  - 2015 (2015/16),Zimbabwe,161.0,10.0,Pakistan,Harare Sports Club,Harare,Zimbabwe,,,
919613,2015-10-09,Ireland tour of Zimbabwe  - 2015 (2015/16),Ireland,219.0,8.0,Zimbabwe,Harare Sports Club,Harare,Zimbabwe,,,
903593,2015-10-11,South Africa tour of India  - 2015 (2015/16),South Africa,303.0,5.0,South Africa,Green Park,Kanpur,India,,,
919615,2015-10-11,Ireland tour of Zimbabwe  - 2015 (2015/16),Ireland,268.0,7.0,Zimbabwe,Harare Sports Club,Harare,Zimbabwe,,,
919617,2015-10-13,Ireland tour of Zimbabwe  - 2015 (2015/16),Zimbabwe,187.0,10.0,Ireland,Harare Sports Club,Harare,Zimbabwe,,,
903595,2015-10-14,South Africa tour of India  - 2015 (2015/16),India,247.0,9.0,India,Holkar Cricket Stadium,Indore,India,,,
924627,2015-10-16,Afghanistan tour of Zimbabwe  - 2015 (2015/16),Afghanistan,122.0,10.0,Zimbabwe,Queens Sports Club,Bulawayo,Zimbabwe,,,
924629,2015-10-18,Afghanistan tour of Zimbabwe  - 2015 (2015/16),Afghanistan,271.0,6.0,Afghanistan,Queens Sports Club,Bulawayo,Zimbabwe,,,
903597,2015-10-18,South Africa tour of India  - 2015 (2015/16),South Africa,270.0,7.0,South Africa,Saurashtra Cricket Association Stadium,Rajkot,India,,,
924631,2015-10-20,Afghanistan tour of Zimbabwe  - 2015 (2015/16),Afghanistan,223.0,8.0,Zimbabwe,Queens Sports Club,Bulawayo,Zimbabwe,,,
924633,2015-10-22,Afghanistan tour of Zimbabwe  - 2015 (2015/16),Zimbabwe,184.0,8.0,Afghanistan,Queens Sports Club,Bulawayo,Zimbabwe,,,
903599,2015-10-22,South Africa tour of India  - 2015 (2015/16),India,299.0,8.0,India,MA Chidambaram Stadium,Chennai,India,,,
924635,2015-10-24,Afghanistan tour of Zimbabwe  - 2015 (2015/16),Afghanistan,245.0,9.0,Afghanistan,Queens Sports Club,Bulawayo,Zimbabwe,,,
903601,2015-10-25,South Africa tour of India  - 2015 (2015/16),South Africa,438.0,4.0,South Africa,Wankhede Stadium,Mumbai,India,,,
915777,2015-11-01,West Indies tour of Sri Lanka  - 2015 (2015/16),West Indies,159.0,8.0,Sri Lanka,R Premadasa Stadium,Colombo,Sri Lanka,,,
915779,2015-11-04,West Indies tour of Sri Lanka  - 2015 (2015/16),West Indies,214.0,10.0,Sri Lanka,R Premadasa Stadium,Colombo,Sri Lanka,,,
931390,2015-11-07,Zimbabwe tour of Bangladesh  - 2015 (2015/16),Bangladesh,273.0,9.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
915781,2015-11-07,West Indies tour of Sri Lanka  - 2015 (2015/16),West Indies,206.0,9.0,Sri Lanka,Pallekele International Cricket Stadium,Kandy,Sri Lanka,,,
931392,2015-11-09,Zimbabwe tour of Bangladesh  - 2015 (2015/16),Bangladesh,241.0,9.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
931394,2015-11-11,Zimbabwe tour of Bangladesh  - 2015 (2015/16),Bangladesh,276.0,9.0,Bangladesh,Shere Bangla National Stadium,Dhaka,Bangladesh,,,
902641,2015-11-11,England tour of United Arab Emirates  - 2015 (2015/16),England,216.0,10.0,Pakistan,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,,,
902643,2015-11-13,England tour of United Arab Emirates  - 2015 (2015/16),England,283.0,5.0,England,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,,,
911049,2015-11-16,ICC WCL Championship  - 2015 (2015-2017/18),Hong Kong,298.0,4.0,Hong Kong,ICC Academy,Dubai,United Arab Emirates,,,
902645,2015-11-17,England tour of United Arab Emirates  - 2015 (2015/16),Pakistan,208.0,10.0,England,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
911051,2015-11-18,ICC WCL Championship  - 2015 (2015-2017/18),Hong Kong,282.0,8.0,Hong Kong,ICC Academy,Dubai,United Arab Emirates,,,
902647,2015-11-20,England tour of United Arab Emirates  - 2015 (2015/16),England,355.0,5.0,England,Dubai International Cricket Stadium,Dubai,United Arab Emirates,,,
953335,2015-12-25,Zimbabwe tour of United Arab Emirates  - 2015 (2015/16),Afghanistan,131.0,10.0,Afghanistan,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
914207,2015-12-26,Sri Lanka tour of New Zealand  - 2015 (2015/16),Sri Lanka,188.0,10.0,New Zealand,Hagley Oval,Christchurch,New Zealand,,,
914209,2015-12-28,Sri Lanka tour of New Zealand  - 2015 (2015/16),Sri Lanka,117.0,10.0,New Zealand,Hagley Oval,Christchurch,New Zealand,,,
953337,2015-12-29,Zimbabwe tour of United Arab Emirates  - 2015 (2015/16),Zimbabwe,253.0,7.0,Afghanistan,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
914211,2015-12-31,Sri Lanka tour of New Zealand  - 2015 (2015/16),New Zealand,276.0,8.0,Sri Lanka,Saxton Oval,Nelson,New Zealand,,,
914213,2016-01-02,Sri Lanka tour of New Zealand  - 2015 (2015/16),New Zealand,75.0,3.0,,Saxton Oval,Nelson,New Zealand,,,
953339,2016-01-02,Zimbabwe tour of United Arab Emirates  - 2015 (2015/16),Zimbabwe,175.0,10.0,Zimbabwe,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
953341,2016-01-04,Zimbabwe tour of United Arab Emirates  - 2015 (2015/16),Zimbabwe,226.0,10.0,Zimbabwe,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
914215,2016-01-05,Sri Lanka tour of New Zealand  - 2015 (2015/16),New Zealand,294.0,5.0,New Zealand,Bay Oval,Mount Maunganui,New Zealand,,,
953343,2016-01-06,Zimbabwe tour of United Arab Emirates  - 2015 (2015/16),Zimbabwe,248.0,10.0,Afghanistan,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,,,
895807,2016-01-12,India tour of Australia  - 2016 (2015/16),India,309.0,3.0,Australia,Western Australia Cricket Association Ground,Perth,Australia,,,
895809,2016-01-15,India tour of Australia  - 2016 (2015/16),India,308.0,8.0,Australia,Brisbane Cricket Ground,Brisbane,Australia,,,
1003273,2016-07-06,AFG tour of Europe  - 2016 (2016),Afghanistan,178.0,6.0,Afghanistan,Grange Cricket Club Ground,Edinburgh,Scotland,,,
895811,2016-01-17,India tour of Australia  - 2016 (2015/16),India,295.0,6.0,Australia,Melbourne Cricket Ground,Melbourne,Australia,,,
895813,2016-01-20,India tour of Australia  - 2016 (2015/16),Australia,348.0,8.0,Australia,Manuka Oval,Canberra,Australia,,,
895815,2016-01-23,India tour of Australia  - 2016 (2015/16),Australia,330.0,7.0,India,Sydney Cricket Ground,Sydney,Australia,,,
914227,2016-01-25,Pakistan tour of New Zealand  - 2016 (2015/16),New Zealand,280.0,8.0,New Zealand,Basin Reserve,Wellington,New Zealand,,,
952183,2016-01-26,ICC WCL Championship  - 2015 (2015-2017/18),Hong Kong,259.0,10.0,Hong Kong,Mission Road Ground,Mong Kok,Hong Kong,,,
914265,2016-01-31,Pakistan tour of New Zealand  - 2016 (2015/16),Pakistan,290.0,10.0,New Zealand,Eden Park,Auckland,New Zealand,,,
914231,2016-02-03,Australia tour of New Zealand  - 2016 (2015/16),New Zealand,307.0,8.0,New Zealand,Eden Park,Auckland,New Zealand,,,
800469,2016-02-03,England tour of South Africa  - 2015 (2015/16),England,399.0,9.0,England,Mangaung Oval,Bloemfontein,South Africa,,,
914233,2016-02-06,Australia tour of New Zealand  - 2016 (2015/16),New Zealand,281.0,9.0,Australia,Westpac Stadium,Wellington,New Zealand,,,
800471,2016-02-06,England tour of South Africa  - 2015 (2015/16),South Africa,262.0,7.0,England,St George's Park,Gqeberha,South Africa,,,
914235,2016-02-08,Australia tour of New Zealand  - 2016 (2015/16),New Zealand,246.0,10.0,New Zealand,Seddon Park,Hamilton,New Zealand,,,
800473,2016-02-09,England tour of South Africa  - 2015 (2015/16),England,318.0,8.0,South Africa,SuperSport Park,Centurion,South Africa,,,
800475,2016-02-12,England tour of South Africa  - 2015 (2015/16),England,262.0,10.0,South Africa,New Wanderers Stadium,Johannesburg,South Africa,,,
800477,2016-02-14,England tour of South Africa  - 2015 (2015/16),England,236.0,10.0,South Africa,Newlands,Cape Town,South Africa,,,
932849,2016-06-03,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",South Africa,188.0,10.0,West Indies,Providence Stadium,Providence,West Indies,,,
932851,2016-06-05,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",West Indies,116.0,10.0,Australia,Providence Stadium,Providence,West Indies,,,
932853,2016-06-07,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",South Africa,189.0,9.0,South Africa,Providence Stadium,Providence,West Indies,,,
1007649,2016-06-11,India tour of Zimbabwe  - 2016 (2016),Zimbabwe,168.0,10.0,India,Harare Sports Club,Harare,Zimbabwe,,,
932855,2016-06-11,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",Australia,288.0,6.0,Australia,Warner Park,Basseterre,West Indies,,,
1007651,2016-06-13,India tour of Zimbabwe  - 2016 (2016),Zimbabwe,126.0,9.0,India,Harare Sports Club,Harare,Zimbabwe,,,
932857,2016-06-13,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",Australia,265.0,7.0,West Indies,Warner Park,Basseterre,West Indies,,,
1007653,2016-06-15,India tour of Zimbabwe  - 2016 (2016),Zimbabwe,123.0,10.0,India,Harare Sports Club,Harare,Zimbabwe,,,
932859,2016-06-15,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",South Africa,343.0,4.0,South Africa,Warner Park,Basseterre,West Indies,,,
913619,2016-06-16,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,303.0,7.0,Sri Lanka,The Village,Dublin,Ireland,,,
913621,2016-06-18,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,377.0,8.0,Sri Lanka,The Village,Dublin,Ireland,,,
932861,2016-06-19,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",South Africa,8.0,0.0,,Kensington Oval,Bridgetown,West Indies,,,
913623,2016-06-21,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,286.0,9.0,,Trent Bridge,Nottingham,England,,,
932863,2016-06-21,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",West Indies,282.0,8.0,Australia,Kensington Oval,Bridgetown,West Indies,,,
913625,2016-06-24,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,254.0,7.0,England,Edgbaston,Birmingham,England,,,
932865,2016-06-24,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",West Indies,285.0,10.0,West Indies,Kensington Oval,Bridgetown,West Indies,,,
913627,2016-06-26,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,248.0,9.0,,County Ground,Bristol,England,,,
932867,2016-06-26,"West Indies Tri-Nation Series Australia, South Africa, West Indies - 2016 (2016)",Australia,270.0,9.0,Australia,Kensington Oval,Bridgetown,West Indies,,,
913629,2016-06-29,Sri Lanka tour of England and Ireland  - 2016 (2016),Sri Lanka,305.0,5.0,England,Kennington Oval,London,England,,,
913631,2016-07-02,Sri Lanka tour of England and Ireland  - 2016 (2016),England,324.0,7.0,England,Sophia Gardens,Cardiff,England,,,
1003271,2016-07-04,AFG tour of Europe  - 2016 (2016),Afghanistan,283.0,4.0,,Grange Cricket Club Ground,Edinburgh,Scotland,,,
997963,2016-07-14,AFG tour of Europe  - 2016 (2016),Afghanistan,236.0,10.0,Ireland,Civil Service Cricket Club,Belfast,Ireland,,,
997965,2016-07-17,AFG tour of Europe  - 2016 (2016),Afghanistan,229.0,7.0,Afghanistan,Civil Service Cricket Club,Belfast,Ireland,,,
